,tweet,sentiment
2448,#tweetdebate test,neutral
2449,i think i've stopped watching the debate and am totally taken by twitter updates...#debate08 #current #tweetdebate,neutral
2450,@laurens33 You need TiVo! #current #tweetdebate,neutral
2451,@current  Couldn't we just transfer spies on all sides into green jobs?  Only in a perfect world?  Damn  #current,neutral
2452,#tweetdebate How come McCain doesn't want Canada to be a member of his Justice League?  I thought we were best friends :-(,neutral
2453,"""#current #tweetdebate Carri, don't forget Festoon!!!""",neutral
2454,@SarahInMI I think I missed the rule for debate drinking game.. darn..,neutral
2455,@BarackObama What about oil shale? #current #obamashot #mccainshot,neutral
2456,Come join our live blog.  http://bsf4o.com click BLOG. #tweetdebate #momocrats,neutral
2457,"""""""the issue of climate CHANGE"""" counts! #tweetdebate #obamashot #mccainshot""",neutral
2458,"""ouch Obama topically pulling together pieces from everywhere, like 17 automakers to make one car #tweetdebate""",neutral
2459,"""@cgritter #obamashot when obama says """"Change"""". #mccainshot when he says """"my friends""""""",neutral
2460,Is McCain a truther??? #tweetdebate,neutral
2461,Is following #tweetdebate  reaction to the debate rather than watching ti. I'll get it later on  on the digital recorder,neutral
2462,What's with the #current and #tweetdebate?,neutral
2463,"""ELECTION2008 Hot Political Topics:",negative
2464,What @supergirl1964 and Nanny think about the debate: http://is.gd/3cg1 #tweetdebate,neutral
2465,@current Perhaps Google should create a polling system where citizens get to vote on military action directly.  #current,neutral
2466,form not from #current,neutral
2467,Suitcase bomb - anyone seen wag the dog??? #tweetdebate,neutral
2468,"""Yucca is in NV, McCain AZ #current""",neutral
2469,"""#current going to sleep now, despite the debate. It is 4.32 am here.""",neutral
2470,This is the last question. When the debate ends head over to www.RateTheDebates.org and rate the media!  #current #debate08,neutral
2471,Calling him John all the time personalizes him.  Stick to Senator only. #current,neutral
2472,"""@Edge32 Best #current tweet, yet!""",neutral
2473,WE NEED MORE NUKES  #current,neutral
2474,#current How do you think Jim Lehrer did moderating #debate08 ?,neutral
2475,#current Snukes!!,neutral
2476,@kevmurphy im a pc and enjoy political debates on #current,neutral
2477,"""#current ",negative
2478,Where is Captain Planet when you need him :( #current,neutral
2479,"""#current if north Koreans are 3"""" shorter than south Koreans they must be like hobbitts or something""",neutral
2480,Who or what is an al-Queda?  I'm having an ant problem...I proclaim a coalition of the willing to war against the ants with me! #current,neutral
2481,#current How many times has SEN Obama said SEN McCain is right now?  I lost count.,neutral
2482,"""@litterthisheart and @sarking No kidding. That was just dropped in McCain's lap, wasn't it?""",neutral
2483,The undecideds are at a football game right now. #current,neutral
2484,"""I wonder if the campaigns have people watching the #current feed. Polls can't compare to direct comments like this, can they? #debate08""",neutral
2485,What constitutes us being safe from an attack? Taking away more of our liberties or starting another war? Both? #current,negative
2486,A real statement on the war in Iraq: http://tinyurl.com/4go99b #current #debate08 #debate,neutral
2487,that's right iceman... i am dangerous #current,neutral
2488,#current I do,neutral
2489,#Debate #Debate08 #Current Pay attention people. Jim Lehrer is the moderator! Obama is not calling John McCain Jim.,neutral
2490,"""Al Qaeda is in over 60 countries, that's more coverage than HSBC, right? #tweetdebate #obamashot #mccainshot""",neutral
2491,im on TV :D #current,neutral
2492,How do we fail in Iraq? How do we succeed in Iraq? What the hell is the objective? #debate08 #current,neutral
2493,"""#current in other countries, they deal with terrorism as a police issue.  They use investigations, infiltration and informants to combat.""",neutral
2494,"""Lehrer asked a question no-one can answer straight: """"what's the likelihood of a terrorist attack in the US?"""" #Current #debate08 #tweetdebate""",neutral
2495,Searched Twitter for #current: http://tinyurl.com/6ccwjw  - lots of tweets on #current,neutral
2496,At www.talkshoe/com/tc/16829  talking debates LIVE #current #debate08,neutral
2497,Obama's stance on missile defense continues to evolve. I blogged about this on @RedState last month. http://is.gd/3cgh #debate08 #current,neutral
2498,Vote Nader #debate08 #current,neutral
2499,#current just noticed McCain's stripes tie,neutral
2500,"""@damonpace #current yeah, that's actually kinda freaked me out.  What if...?""",neutral
2501,Surprised that those I'm following are so quiet with Twitter during debate... #current,neutral
2502,"""After the debate, do these people have after-parties, because this sounds kinda taxing to the brain! #current""",neutral
2503,Our standing in the world matters to me #current,neutral
2504,Cool-I can watch this live on current.com/debate! #current,neutral
2505,Spend spend $$$$$$$$$$$$  #current,neutral
2506,Do you think community organizers will come up? #current,neutral
2507,I'm bored. Does Yogo Monster deliver? #current,neutral
2508,#current #debate08 @wseltzer. Yes.,neutral
2509,"""Economy decline, I sit on the Vet Affairs Comm, (what did you DO)... Obama #current #debate08""",neutral
2510,3 minutes over #current,neutral
2511,Bin Laden is laughing his @$s off! #current,neutral
2512,Independents seem to be tracking with Dems right now on CNN audience graph #tweetdebate,positive
2513,#current  Did he just say he has post tramatic stress disorder?!?!?,neutral
2514,#current who's got the best 30-second quips? That's what seems to count on debate scores.,neutral
2515,lets stop worrying about world affairs and start worrying about American affairs #current,neutral
2516,@antoniostarr #keyword used to make twitter topic search easy. #current is being monitored for CurrentTV cable chan.,neutral
2517,Thank you Thank you Thank you #current,neutral
2518,"""#current i need a drink ",negative
2519,Drinking game anyone?#current,neutral
2520,#debate08 #current Obama turned a little to the right.,neutral
2521,"""I've been involved in almost every major foreign policy decision in 27 years, McCain.. #current #debate08""",neutral
2522,"""#current """"i've been involved in everything"""", Mccain""",neutral
2523,I did a project on Ukraine.  #current #debate08,neutral
2524,How come nobody mentioned the Lockbox? #current,neutral
2525,"""@current  If you weren't told you had """"enemies"""" out there, would they even exist?  Where did they come from?  Why?  #current""",neutral
2526,"""http://buzztter.com/en #debate08, #current, watching the debate, mccain is, league of democracies, is mccain, mccain just, preconditions ...""",neutral
2527,Barack Obama: Fact Check Update http://tinyurl.com/52dhdn #debate08 #current #tweetdebate,neutral
2528,"""Barack Obama: Fact Check: The 2005 Energy Bill, Obama's Tax Policies and the Iraq War http://tinyurl.com/4qzokd #debate08 #current #twee ...""",negative
2529,We need to focus on domestic issues more & the war. Our standing in the world will improve with time its a non issue. #current #debate08,neutral
2530,Barack Obama: Presidential Debate: The Right Judgment in Iraq http://tinyurl.com/4nyy39 #debate08 #current #tweetdebate,neutral
2531,#current #debate08 @fourthirtyam that's my take too.,neutral
2532,we're having a drinking game for everytime the bar drops on CNN when McCain is speaking #current,neutral
2533,"""#current why vote for solar when we can drill here, and drill now""",neutral
2534,Barack Obama: VIDEO: DEBATE REALITY CHECK: MCCAIN AND IRAN http://tinyurl.com/4jyo4l #debate08 #current #tweetdebate,neutral
2535,I never knew McCain wasn't born in the United States... Panama. #current,neutral
2536,#current Please take care of all of us!,neutral
2537,Barack Obama: DEBATE REALITY CHECK: MUDDLING THROUGH AFGHANISTAN http://tinyurl.com/48ejj9 #debate08 #current #tweetdebate,neutral
2538,Who cares what the rest of the world thinks about the US?  #current,neutral
2539,Barack Obama: DEBATE REALITY CHECK: MCCAIN ON MUSHARRAF http://tinyurl.com/3qdzkp #debate08 #current #tweetdebate,neutral
2540,Do McCain's teeth ever move? #current,neutral
2541,so jim proposed to pam last night #current,neutral
2542,#current McCain can Love? AWE!!!,positive
2543,Hack the Debate (interesting name) isn't coming through for me. Probably too much traffic. Check it out though. #current,neutral
2544,"""#debate08 #current Star Wars, lalala #Star Wars lalalala""",neutral
2545,election.twitter.com #current #election08 #tweetdebate,neutral
2546,i know.  i know them.  i know everyone.  their mine.  trust me.  i'm old and am looking deeply into your eyes.  #current,neutral
2547,"""Miriam Pemberton in YES! - Raiding the War Chest, redirecting military budget http://www.yesmagazine.org/yes46pemberton #debates08, #current""",neutral
2548,Mccain: I don't need any on the job training #current #debate08,neutral
2549,"""#current #debate08 Well, this is all over.  McCain spilled the beans; he's trying to repay a personal debt to the military.""",negative
2550,And they know that I know that they know that I love to keep them secure because I know that they know I care. #current,neutral
2551,my tweet can Make It If I Try(tm) #current,neutral
2552,#current Sen O: No other country on earth where you could make it if you tried. Ideas and values of US inspired the US. It's not now the ...,neutral
2553,@sarahconner Depends on what frames the independent/undecided voter is running in his/her mind #current,neutral
2554,then why do we have some many emmigrating to this country? #current,neutral
2555,"""#current If our standing is so bad, then why do millions around the world want to flock here, Senator?""",neutral
2556,Watching the debates still with @jenniferaron. She needs to update her twitter! #tweetdebate,neutral
2557,Makes sure that everyone knows his name is Kenyan....sly slip in      #current,neutral
2558,Save our economy. End BOTH wars. The Iraq war & the War on drugs. We could save TRILLIONS!!! #current #debate08 #obamashot #tweetdebate,neutral
